Season,Matchday,Date,Home_Team,Home_Rank,Away_Team,Away_Rank,Score,Attendance
2014,27,22/03/2015 ,Ironi Kiryat Shmona,2,Beitar Jerusalem,2,1:2,2200
2014,27,22/03/2015 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,2:1,13000
2014,28,05/04/2015 ,Maccabi Haifa,6,Beitar Jerusalem,6,1:0,29235
2014,28,06/04/2015 ,Maccabi Petah Tikva,5,Ironi Kiryat Shmona,5,0:1,700
2014,28,06/04/2015 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,3:1,13732
2014,29,12/04/2015 ,Beitar Jerusalem,4,Maccabi Petah Tikva,4,0:0,3000
2014,29,12/04/2015 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,1:1,6000
2014,29,13/04/2015 ,Ironi Kiryat Shmona,3,Maccabi Tel Aviv,3,0:0,3800
2014,30,19/04/2015 ,Maccabi Tel Aviv,1,Beitar Jerusalem,1,4:1,12600
2014,30,19/04/2015 ,Hapoel Beer Sheva,2,Ironi Kiryat Shmona,2,2:2,4500
2014,30,20/04/2015 ,Maccabi Haifa,5,Maccabi Petah Tikva,5,0:0,21150
2014,31,25/04/2015 ,Maccabi Petah Tikva,6,Maccabi Tel Aviv,6,1:1,9000
2014,31,26/04/2015 ,Beitar Jerusalem,4,Hapoel Beer Sheva,4,1:1,6500
2014,31,27/04/2015 ,Ironi Kiryat Shmona,3,Maccabi Haifa,3,1:0,2000
2014,32,02/05/2015 ,Beitar Jerusalem,4,Ironi Kiryat Shmona,4,0:1,5930
2014,32,03/05/2015 ,Maccabi Petah Tikva,6,Hapoel Beer Sheva,6,1:2,3500
2014,32,04/05/2015 ,Maccabi Haifa,5,Maccabi Tel Aviv,5,1:1,30000
2014,33,09/05/2015 ,Ironi Kiryat Shmona,3,Maccabi Petah Tikva,3,2:0,1500
2014,33,10/05/2015 ,Beitar Jerusalem,4,Maccabi Haifa,4,1:1,16200
2014,33,11/05/2015 ,Hapoel Beer Sheva,2,Maccabi Tel Aviv,2,1:1,9000
2014,34,16/05/2015 ,Maccabi Haifa,5,Hapoel Beer Sheva,5,4:0,21000
2014,34,17/05/2015 ,Maccabi Tel Aviv,1,Ironi Kiryat Shmona,1,2:1,12700
2014,34,18/05/2015 ,Maccabi Petah Tikva,6,Beitar Jerusalem,6,1:2,5000
2014,35,24/05/2015 ,Ironi Kiryat Shmona,2,Hapoel Beer Sheva,2,3:1,500
2014,35,25/05/2015 ,Maccabi Petah Tikva,6,Maccabi Haifa,6,1:0,5000
2014,35,25/05/2015 ,Beitar Jerusalem,4,Maccabi Tel Aviv,4,3:0,10000
2014,36,30/05/2015 ,Maccabi Haifa,5,Ironi Kiryat Shmona,5,4:1,13000
2014,36,30/05/2015 ,Hapoel Beer Sheva,3,Beitar Jerusalem,3,4:0,4800
2014,36,01/06/2015 ,Maccabi Tel Aviv,1,Maccabi Petah Tikva,1,0:2,11421
2014,27,21/03/2015 ,Hapoel Raanana,4,FC Ashdod,4,4:0,185
2014,27,21/03/2015 ,Hapoel Tel Aviv,2,Hapoel Acre,2,2:0,8054
2014,27,21/03/2015 ,Ihud Bnei Sakhnin,1,Hapoel Haifa,1,1:0,2000
2014,27,21/03/2015 ,Maccabi Netanya,3,Hapoel Petah Tikva,3,3:1,3800
2014,28,11/04/2015 ,Hapoel Haifa,6,Hapoel Tel Aviv,6,0:1,3000
2014,28,11/04/2015 ,Hapoel Raanana,1,Maccabi Netanya,1,1:2,1000
2014,28,11/04/2015 ,FC Ashdod,5,Hapoel Acre,5,0:0,350
2014,28,11/04/2015 ,Hapoel Petah Tikva,7,Ihud Bnei Sakhnin,7,2:3,2000
2014,29,18/04/2015 ,Hapoel Tel Aviv,4,Hapoel Petah Tikva,4,1:2,8365
2014,29,18/04/2015 ,Hapoel Acre,8,Hapoel Haifa,8,1:0,3500
2014,29,18/04/2015 ,Ihud Bnei Sakhnin,3,Hapoel Raanana,3,1:1,1500
2014,29,18/04/2015 ,Maccabi Netanya,1,FC Ashdod,1,0:0,3040
2014,30,25/04/2015 ,Hapoel Petah Tikva,6,Hapoel Acre,6,0:2,4500
2014,30,25/04/2015 ,Hapoel Raanana,2,Hapoel Tel Aviv,2,2:2,2000
2014,30,25/04/2015 ,FC Ashdod,5,Hapoel Haifa,5,0:0,1400
2014,30,25/04/2015 ,Maccabi Netanya,1,Ihud Bnei Sakhnin,1,2:3,3000
2014,31,02/05/2015 ,Hapoel Tel Aviv,4,Maccabi Netanya,4,2:1,6040
2014,31,02/05/2015 ,Ihud Bnei Sakhnin,1,FC Ashdod,1,1:1,1000
2014,31,02/05/2015 ,Hapoel Haifa,7,Hapoel Petah Tikva,7,3:2,4000
2014,31,02/05/2015 ,Hapoel Acre,6,Hapoel Raanana,6,2:0,2000
2014,32,09/05/2015 ,Ihud Bnei Sakhnin,1,Hapoel Tel Aviv,1,2:0,1500
2014,32,09/05/2015 ,FC Ashdod,6,Hapoel Petah Tikva,6,2:4,1500
2014,32,09/05/2015 ,Hapoel Raanana,3,Hapoel Haifa,3,1:2,1000
2014,32,11/05/2015 ,Maccabi Netanya,2,Hapoel Acre,2,1:2,3000
2014,33,16/05/2015 ,Hapoel Petah Tikva,8,Hapoel Raanana,8,4:2,600
2014,33,16/05/2015 ,Hapoel Tel Aviv,4,FC Ashdod,4,1:0,6300
2014,33,16/05/2015 ,Hapoel Acre,5,Ihud Bnei Sakhnin,5,1:0,2000
2014,33,16/05/2015 ,Hapoel Haifa,6,Maccabi Netanya,6,0:0,6700
2013,27,22/03/2014 ,Hapoel Beer Sheva,2,Ihud Bnei Sakhnin,2,2:0,6500
2013,27,22/03/2014 ,Ironi Kiryat Shmona,3,Maccabi Haifa,3,1:0,3000
2013,27,24/03/2014 ,Maccabi Tel Aviv,1,Hapoel Tel Aviv,1,0:0,12983
2013,28,29/03/2014 ,Ihud Bnei Sakhnin,6,Ironi Kiryat Shmona,6,1:4,0
2013,28,29/03/2014 ,Hapoel Tel Aviv,5,Maccabi Haifa,5,4:0,10000
2013,28,31/03/2014 ,Maccabi Tel Aviv,1,Hapoel Beer Sheva,1,2:0,13397
2013,29,05/04/2014 ,Maccabi Haifa,4,Ihud Bnei Sakhnin,4,1:2,6500
2013,29,05/04/2014 ,Hapoel Beer Sheva,2,Hapoel Tel Aviv,2,1:1,7000
2013,29,07/04/2014 ,Ironi Kiryat Shmona,3,Maccabi Tel Aviv,3,2:2,4000
2013,30,12/04/2014 ,Hapoel Beer Sheva,2,Ironi Kiryat Shmona,2,0:2,4500
2013,30,12/04/2014 ,Hapoel Tel Aviv,4,Ihud Bnei Sakhnin,4,3:0,6015
2013,30,13/04/2014 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,1:0,12883
2013,31,19/04/2014 ,Ironi Kiryat Shmona,3,Hapoel Tel Aviv,3,1:1,0
2013,31,19/04/2014 ,Maccabi Haifa,5,Hapoel Beer Sheva,5,2:1,5000
2013,31,20/04/2014 ,Ihud Bnei Sakhnin,6,Maccabi Tel Aviv,6,2:1,8500
2013,32,26/04/2014 ,Ihud Bnei Sakhnin,6,Hapoel Beer Sheva,6,0:0,1000
2013,32,26/04/2014 ,Hapoel Tel Aviv,4,Maccabi Tel Aviv,4,3:1,11300
2013,32,28/04/2014 ,Maccabi Haifa,5,Ironi Kiryat Shmona,5,1:3,5500
2013,33,03/05/2014 ,Maccabi Haifa,5,Hapoel Tel Aviv,5,1:1,6500
2013,33,03/05/2014 ,Ironi Kiryat Shmona,3,Ihud Bnei Sakhnin,3,2:0,0
2013,33,03/05/2014 ,Hapoel Beer Sheva,2,Maccabi Tel Aviv,2,1:2,10500
2013,34,10/05/2014 ,Hapoel Tel Aviv,4,Hapoel Beer Sheva,4,1:2,11000
2013,34,10/05/2014 ,Ihud Bnei Sakhnin,6,Maccabi Haifa,6,0:2,1500
2013,34,11/05/2014 ,Maccabi Tel Aviv,1,Ironi Kiryat Shmona,1,3:1,12789
2013,35,13/05/2014 ,Ihud Bnei Sakhnin,6,Hapoel Tel Aviv,6,1:3,1000
2013,35,14/05/2014 ,Ironi Kiryat Shmona,3,Hapoel Beer Sheva,3,3:0,1500
2013,35,14/05/2014 ,Maccabi Haifa,5,Maccabi Tel Aviv,5,2:2,15000
2013,36,17/05/2014 ,Hapoel Tel Aviv,4,Ironi Kiryat Shmona,4,4:2,4000
2013,36,17/05/2014 ,Hapoel Beer Sheva,2,Maccabi Haifa,2,1:1,3500
2013,36,17/05/2014 ,Maccabi Tel Aviv,1,Ihud Bnei Sakhnin,1,4:1,7826
2013,27,29/03/2014 ,FC Ashdod,2,Hapoel Ramat haSharon,2,0:1,0
2013,27,29/03/2014 ,Hapoel Acre,4,Hapoel Raanana,4,1:1,0
2013,27,29/03/2014 ,Hapoel Haifa,5,Bnei Yehuda Tel Aviv,5,0:1,1500
2013,27,30/03/2014 ,Beitar Jerusalem,1,Maccabi Petah Tikva,1,3:0,1500
2013,28,05/04/2014 ,FC Ashdod,2,Hapoel Haifa,2,4:1,0
2013,28,05/04/2014 ,Maccabi Petah Tikva,6,Hapoel Acre,6,0:0,0
2013,28,05/04/2014 ,Hapoel Ramat haSharon,8,Hapoel Raanana,8,0:0,0
2013,28,06/04/2014 ,Bnei Yehuda Tel Aviv,7,Beitar Jerusalem,7,1:0,4700
2013,29,12/04/2014 ,Hapoel Haifa,3,Hapoel Ramat haSharon,3,0:1,0
2013,29,12/04/2014 ,Hapoel Acre,4,Bnei Yehuda Tel Aviv,4,1:1,2000
2013,29,12/04/2014 ,Hapoel Raanana,5,Maccabi Petah Tikva,5,4:2,0
2013,29,13/04/2014 ,Beitar Jerusalem,2,FC Ashdod,2,1:0,1000
2013,30,19/04/2014 ,FC Ashdod,2,Hapoel Acre,2,1:0,0
2013,30,19/04/2014 ,Bnei Yehuda Tel Aviv,6,Hapoel Raanana,6,1:3,0
2013,30,19/04/2014 ,Hapoel Ramat haSharon,7,Maccabi Petah Tikva,7,4:1,0
2013,30,21/04/2014 ,Hapoel Haifa,4,Beitar Jerusalem,4,1:0,0
2013,31,26/04/2014 ,Beitar Jerusalem,2,Hapoel Ramat haSharon,2,4:0,800
2013,31,26/04/2014 ,Hapoel Acre,5,Hapoel Haifa,5,1:0,2000
2013,31,26/04/2014 ,Hapoel Raanana,3,FC Ashdod,3,1:1,0
2013,31,26/04/2014 ,Maccabi Petah Tikva,8,Bnei Yehuda Tel Aviv,8,1:0,3500
2013,32,03/05/2014 ,Beitar Jerusalem,1,Hapoel Acre,1,0:2,850
2013,32,03/05/2014 ,FC Ashdod,2,Maccabi Petah Tikva,2,0:5,450
2013,32,03/05/2014 ,Hapoel Ramat haSharon,6,Bnei Yehuda Tel Aviv,6,0:1,4500
2013,32,03/05/2014 ,Hapoel Haifa,4,Hapoel Raanana,4,0:2,0
2013,33,10/05/2014 ,Hapoel Acre,4,Hapoel Ramat haSharon,4,1:2,0
2013,33,10/05/2014 ,Hapoel Raanana,2,Beitar Jerusalem,2,0:2,0
2013,33,10/05/2014 ,Maccabi Petah Tikva,6,Hapoel Haifa,6,2:1,0
2013,33,10/05/2014 ,Bnei Yehuda Tel Aviv,7,FC Ashdod,7,1:1,10000
2012,27,16/03/2013 ,Ironi Kiryat Shmona,5,Hapoel Tel Aviv,5,0:1,2000
2012,27,16/03/2013 ,Maccabi Tel Aviv,1,Hapoel Ramat haSharon,1,1:0,11300
2012,27,17/03/2013 ,Maccabi Haifa,2,Bnei Yehuda Tel Aviv,2,1:0,9000
2012,28,30/03/2013 ,Bnei Yehuda Tel Aviv,5,Ironi Kiryat Shmona,5,1:1,2500
2012,28,30/03/2013 ,Hapoel Ramat haSharon,6,Hapoel Tel Aviv,6,0:1,1400
2012,28,30/03/2013 ,Maccabi Tel Aviv,1,Maccabi Haifa,1,0:0,13600
2012,29,02/04/2013 ,Hapoel Tel Aviv,3,Bnei Yehuda Tel Aviv,3,2:1,6000
2012,29,02/04/2013 ,Maccabi Haifa,2,Hapoel Ramat haSharon,2,6:0,6000
2012,29,03/04/2013 ,Ironi Kiryat Shmona,4,Maccabi Tel Aviv,4,1:3,4500
2012,30,06/04/2013 ,Hapoel Ramat haSharon,6,Bnei Yehuda Tel Aviv,6,0:3,300
2012,30,06/04/2013 ,Maccabi Haifa,2,Ironi Kiryat Shmona,2,3:2,8000
2012,30,06/04/2013 ,Maccabi Tel Aviv,1,Hapoel Tel Aviv,1,2:0,14000
2012,31,13/04/2013 ,Hapoel Tel Aviv,3,Maccabi Haifa,3,2:2,9000
2012,31,13/04/2013 ,Ironi Kiryat Shmona,4,Hapoel Ramat haSharon,4,1:0,500
2012,31,13/04/2013 ,Bnei Yehuda Tel Aviv,5,Maccabi Tel Aviv,5,2:2,14000
2012,32,20/04/2013 ,Hapoel Tel Aviv,3,Ironi Kiryat Shmona,3,1:4,5000
2012,32,21/04/2013 ,Bnei Yehuda Tel Aviv,5,Maccabi Haifa,5,2:1,2000
2012,32,22/04/2013 ,Hapoel Ramat haSharon,6,Maccabi Tel Aviv,6,0:2,35000
2012,33,27/04/2013 ,Ironi Kiryat Shmona,4,Bnei Yehuda Tel Aviv,4,0:1,800
2012,33,28/04/2013 ,Hapoel Tel Aviv,3,Hapoel Ramat haSharon,3,2:0,4400
2012,33,29/04/2013 ,Maccabi Haifa,2,Maccabi Tel Aviv,2,2:2,8500
2012,34,04/05/2013 ,Maccabi Tel Aviv,1,Ironi Kiryat Shmona,1,1:0,11000
2012,34,05/05/2013 ,Hapoel Ramat haSharon,6,Maccabi Haifa,6,2:1,350
2012,34,06/05/2013 ,Bnei Yehuda Tel Aviv,5,Hapoel Tel Aviv,5,0:1,3500
2012,35,11/05/2013 ,Ironi Kiryat Shmona,4,Maccabi Haifa,4,1:2,1700
2012,35,11/05/2013 ,Bnei Yehuda Tel Aviv,5,Hapoel Ramat haSharon,5,2:1,2500
2012,35,13/05/2013 ,Hapoel Tel Aviv,3,Maccabi Tel Aviv,3,2:4,10500
2012,36,18/05/2013 ,Hapoel Ramat haSharon,6,Ironi Kiryat Shmona,6,0:1,450
2012,36,18/05/2013 ,Maccabi Haifa,2,Hapoel Tel Aviv,2,3:2,12000
2012,36,20/05/2013 ,Maccabi Tel Aviv,1,Bnei Yehuda Tel Aviv,1,0:3,10000
2012,27,16/03/2013 ,FC Ashdod,1,Hapoel Acre,1,1:2,500
2012,27,16/03/2013 ,Hapoel Beer Sheva,2,Ihud Bnei Sakhnin,2,1:2,2000
2012,27,16/03/2013 ,Hapoel Haifa,3,Maccabi Netanya,3,3:0,4500
2012,27,17/03/2013 ,Beitar Jerusalem,4,Hapoel Ramat Gan,4,1:2,1500
2012,28,30/03/2013 ,Hapoel Acre,7,Maccabi Netanya,7,2:0,2500
2012,28,30/03/2013 ,Hapoel Ramat Gan,6,Hapoel Beer Sheva,6,1:1,2000
2012,28,01/04/2013 ,Ihud Bnei Sakhnin,5,Hapoel Haifa,5,0:0,2000
2012,28,01/04/2013 ,FC Ashdod,1,Beitar Jerusalem,1,2:2,1200
2012,29,06/04/2013 ,Hapoel Haifa,3,Hapoel Ramat Gan,3,1:0,4000
2012,29,06/04/2013 ,Hapoel Beer Sheva,4,FC Ashdod,4,2:0,3500
2012,29,06/04/2013 ,Maccabi Netanya,8,Ihud Bnei Sakhnin,8,1:1,6800
2012,29,08/04/2013 ,Beitar Jerusalem,2,Hapoel Acre,2,2:2,3000
2012,30,13/04/2013 ,FC Ashdod,1,Hapoel Haifa,1,1:0,700
2012,30,13/04/2013 ,Hapoel Acre,5,Ihud Bnei Sakhnin,5,1:1,3000
2012,30,13/04/2013 ,Hapoel Ramat Gan,7,Maccabi Netanya,7,0:0,4000
2012,30,13/04/2013 ,Beitar Jerusalem,3,Hapoel Beer Sheva,3,1:0,2500
2012,31,20/04/2013 ,Hapoel Beer Sheva,4,Hapoel Acre,4,0:0,4000
2012,31,20/04/2013 ,Hapoel Haifa,3,Beitar Jerusalem,3,3:1,3500
2012,31,20/04/2013 ,Maccabi Netanya,8,FC Ashdod,8,2:1,4200
2012,31,23/04/2013 ,Ihud Bnei Sakhnin,6,Hapoel Ramat Gan,6,1:0,5000
2012,32,27/04/2013 ,FC Ashdod,1,Ihud Bnei Sakhnin,1,1:1,300
2012,32,27/04/2013 ,Beitar Jerusalem,3,Maccabi Netanya,3,1:3,2500
2012,32,27/04/2013 ,Hapoel Acre,6,Hapoel Ramat Gan,6,2:1,2500
2012,32,27/04/2013 ,Hapoel Beer Sheva,5,Hapoel Haifa,5,2:0,5000
2012,33,04/05/2013 ,Hapoel Ramat Gan,8,FC Ashdod,8,1:2,200
2012,33,04/05/2013 ,Hapoel Haifa,2,Hapoel Acre,2,1:1,5000
2012,33,04/05/2013 ,Maccabi Netanya,7,Hapoel Beer Sheva,7,0:3,12000
2012,33,04/05/2013 ,Ihud Bnei Sakhnin,6,Beitar Jerusalem,6,0:0,8000
2011,27,24/03/2012 ,Ihud Bnei Sakhnin,8,Maccabi Haifa,8,0:2,3000
2011,27,24/03/2012 ,FC Ashdod,7,Maccabi Netanya,7,0:2,2000
2011,27,24/03/2012 ,Hapoel Tel Aviv,2,Maccabi Tel Aviv,2,0:0,0
2011,27,26/03/2012 ,Ironi Kiryat Shmona,1,Bnei Yehuda Tel Aviv,1,0:1,5000
2011,28,31/03/2012 ,Bnei Yehuda Tel Aviv,7,Maccabi Netanya,7,1:0,3000
2011,28,31/03/2012 ,Maccabi Tel Aviv,8,Ihud Bnei Sakhnin,8,5:2,5000
2011,28,02/04/2012 ,Maccabi Haifa,4,FC Ashdod,4,3:0,6500
2011,28,02/04/2012 ,Ironi Kiryat Shmona,1,Hapoel Tel Aviv,1,0:0,5000
2011,29,14/04/2012 ,FC Ashdod,8,Maccabi Tel Aviv,8,1:1,2000
2011,29,14/04/2012 ,Ihud Bnei Sakhnin,7,Ironi Kiryat Shmona,7,5:0,1500
2011,29,14/04/2012 ,Hapoel Tel Aviv,2,Bnei Yehuda Tel Aviv,2,3:3,0
2011,29,14/04/2012 ,Maccabi Netanya,4,Maccabi Haifa,4,1:0,3000
2011,30,28/04/2012 ,Hapoel Tel Aviv,3,Ihud Bnei Sakhnin,3,3:1,7500
2011,30,28/04/2012 ,Bnei Yehuda Tel Aviv,6,Maccabi Haifa,6,2:1,2500
2011,30,28/04/2012 ,Ironi Kiryat Shmona,1,FC Ashdod,1,1:0,500
2011,30,30/04/2012 ,Maccabi Tel Aviv,7,Maccabi Netanya,7,1:0,5500
2011,31,05/05/2012 ,Ihud Bnei Sakhnin,7,Bnei Yehuda Tel Aviv,7,0:3,1000
2011,31,05/05/2012 ,FC Ashdod,8,Hapoel Tel Aviv,8,0:2,2000
2011,31,05/05/2012 ,Maccabi Netanya,4,Ironi Kiryat Shmona,4,1:3,1000
2011,31,06/05/2012 ,Maccabi Haifa,6,Maccabi Tel Aviv,6,2:1,10000
2011,32,08/05/2012 ,Ihud Bnei Sakhnin,7,FC Ashdod,7,1:2,1000
2011,32,08/05/2012 ,Hapoel Tel Aviv,2,Maccabi Netanya,2,1:3,4000
2011,32,09/05/2012 ,Ironi Kiryat Shmona,1,Maccabi Haifa,1,0:1,1500
2011,32,09/05/2012 ,Bnei Yehuda Tel Aviv,3,Maccabi Tel Aviv,3,4:3,4000
2011,33,12/05/2012 ,FC Ashdod,7,Bnei Yehuda Tel Aviv,7,2:1,2500
2011,33,12/05/2012 ,Maccabi Netanya,5,Ihud Bnei Sakhnin,5,3:2,6500
2011,33,12/05/2012 ,Maccabi Haifa,4,Hapoel Tel Aviv,4,1:1,10000
2011,33,12/05/2012 ,Maccabi Tel Aviv,6,Ironi Kiryat Shmona,6,3:2,3500
2011,27,24/03/2012 ,Hapoel Haifa,4,Hapoel Beer Sheva,4,2:1,3500
2011,27,24/03/2012 ,Hapoel Acre,2,Hapoel Petah Tikva,2,2:3,1000
2011,27,24/03/2012 ,Hapoel Ramat haSharon,3,Hapoel Rishon leZion,3,5:2,400
2011,27,25/03/2012 ,Beitar Jerusalem,1,Maccabi Petah Tikva,1,3:1,6000
2011,28,31/03/2012 ,Hapoel Petah Tikva,8,Hapoel Beer Sheva,8,1:1,2000
2011,28,31/03/2012 ,Hapoel Acre,2,Hapoel Ramat haSharon,2,2:0,1000
2011,28,31/03/2012 ,Maccabi Petah Tikva,6,Hapoel Haifa,6,2:1,1500
2011,28,31/03/2012 ,Hapoel Rishon leZion,7,Beitar Jerusalem,7,1:2,4000
2011,29,14/04/2012 ,Hapoel Ramat haSharon,2,Hapoel Petah Tikva,2,2:1,500
2011,29,14/04/2012 ,Hapoel Haifa,4,Hapoel Rishon leZion,4,2:0,3000
2011,29,15/04/2012 ,Beitar Jerusalem,3,Hapoel Acre,3,1:0,6000
2011,29,16/04/2012 ,Hapoel Beer Sheva,5,Maccabi Petah Tikva,5,1:0,11000
2011,30,28/04/2012 ,Hapoel Acre,3,Hapoel Haifa,3,0:0,2000
2011,30,28/04/2012 ,Hapoel Rishon leZion,7,Hapoel Beer Sheva,7,0:1,3000
2011,30,28/04/2012 ,Hapoel Petah Tikva,8,Maccabi Petah Tikva,8,0:1,4000
2011,30,29/04/2012 ,Hapoel Ramat haSharon,1,Beitar Jerusalem,1,0:1,1000
2011,31,05/05/2012 ,Beitar Jerusalem,1,Hapoel Petah Tikva,1,2:0,3000
2011,31,05/05/2012 ,Hapoel Haifa,4,Hapoel Ramat haSharon,4,1:1,2500
2011,31,05/05/2012 ,Hapoel Beer Sheva,5,Hapoel Acre,5,1:3,4500
2011,31,05/05/2012 ,Maccabi Petah Tikva,6,Hapoel Rishon leZion,6,2:1,700
2011,32,08/05/2012 ,Beitar Jerusalem,1,Hapoel Haifa,1,0:0,6000
2011,32,08/05/2012 ,Hapoel Ramat haSharon,3,Hapoel Beer Sheva,3,0:0,1000
2011,32,08/05/2012 ,Hapoel Acre,2,Maccabi Petah Tikva,2,1:2,1500
2011,32,08/05/2012 ,Hapoel Petah Tikva,8,Hapoel Rishon leZion,8,2:0,0
2011,33,12/05/2012 ,Hapoel Haifa,4,Hapoel Petah Tikva,4,2:1,5000
2011,33,12/05/2012 ,Hapoel Beer Sheva,5,Beitar Jerusalem,5,3:1,11500
2011,33,12/05/2012 ,Maccabi Petah Tikva,6,Hapoel Ramat haSharon,6,0:0,2500
2011,33,12/05/2012 ,Hapoel Rishon leZion,7,Hapoel Acre,7,1:2,150
2010,27,23/04/2011 ,Maccabi Tel Aviv,3,Ironi Kiryat Shmona,3,3:1,7751
2010,27,23/04/2011 ,Maccabi Haifa,1,Maccabi Netanya,1,1:2,11000
2010,27,25/04/2011 ,Hapoel Tel Aviv,2,Bnei Yehuda Tel Aviv,2,2:1,13250
2010,28,30/04/2011 ,Maccabi Haifa,2,Hapoel Tel Aviv,2,2:0,14000
2010,28,30/04/2011 ,Bnei Yehuda Tel Aviv,5,Maccabi Tel Aviv,5,1:3,4500
2010,28,30/04/2011 ,Maccabi Netanya,4,Ironi Kiryat Shmona,4,3:3,0
2010,29,07/05/2011 ,Hapoel Tel Aviv,2,Maccabi Netanya,2,2:2,12350
2010,29,07/05/2011 ,Maccabi Tel Aviv,3,Maccabi Haifa,3,0:2,13000
2010,29,07/05/2011 ,Ironi Kiryat Shmona,5,Bnei Yehuda Tel Aviv,5,1:2,2500
2010,30,14/05/2011 ,Hapoel Tel Aviv,2,Maccabi Tel Aviv,2,2:2,14100
2010,30,14/05/2011 ,Maccabi Netanya,5,Bnei Yehuda Tel Aviv,5,0:4,3750
2010,30,16/05/2011 ,Maccabi Haifa,1,Ironi Kiryat Shmona,1,2:0,15000
2010,31,21/05/2011 ,Maccabi Tel Aviv,3,Maccabi Netanya,3,4:1,0
2010,31,21/05/2011 ,Ironi Kiryat Shmona,6,Hapoel Tel Aviv,6,2:1,2000
2010,31,21/05/2011 ,Bnei Yehuda Tel Aviv,4,Maccabi Haifa,4,1:1,3000
2010,27,23/04/2011 ,Beitar Jerusalem,1,Hapoel Ramat Gan,1,5:1,0
2010,27,23/04/2011 ,FC Ashdod,2,Hapoel Ashkelon,2,4:1,0
2010,27,23/04/2011 ,Hapoel Petah Tikva,4,Ihud Bnei Sakhnin,4,1:1,1000
2010,28,30/04/2011 ,Beitar Jerusalem,1,Hapoel Petah Tikva,1,3:0,4000
2010,28,30/04/2011 ,Ihud Bnei Sakhnin,4,FC Ashdod,4,1:0,0
2010,28,30/04/2011 ,Hapoel Ramat Gan,6,Hapoel Ashkelon,6,2:0,0
2010,29,07/05/2011 ,Hapoel Petah Tikva,3,Hapoel Ramat Gan,3,1:2,1000
2010,29,07/05/2011 ,FC Ashdod,2,Beitar Jerusalem,2,0:0,0
2010,29,07/05/2011 ,Hapoel Ashkelon,5,Ihud Bnei Sakhnin,5,2:1,0
2010,30,14/05/2011 ,Hapoel Petah Tikva,3,FC Ashdod,3,1:1,2500
2010,30,14/05/2011 ,Beitar Jerusalem,1,Hapoel Ashkelon,1,0:1,0
2010,30,14/05/2011 ,Hapoel Ramat Gan,6,Ihud Bnei Sakhnin,6,1:2,0
2010,31,21/05/2011 ,FC Ashdod,2,Hapoel Ramat Gan,2,1:0,0
2010,31,21/05/2011 ,Hapoel Ashkelon,5,Hapoel Petah Tikva,5,0:3,0
2010,31,21/05/2011 ,Ihud Bnei Sakhnin,3,Beitar Jerusalem,3,1:0,0
